id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language,model_raw,prediction,is_correct
ab6967e0-c59a-4691-bd2a-c164b182903a,"According to Charak Sahita Karnakshwed (Tinitus) is Samanya Lakshan
of -------- Vyadhi",Amlapitta,Raktapitta,Pandu,Aamvat,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Amlapitta**

**Explanation:**

* **Kar",A,False
466ae535-8cfa-45f5-8cdb-67e025ff773b,"Given below are two statements : One is labelled as Assertion (A) and the other is labelled as Reason (R). Assertion (A) : Middle ear infections are more common in the children. Reasons (R) : Due to short, horizontal and wider Eustachian tube. In the light of the above statements, choose the most appropriate answer from the options given below :",Both (A) and (R) are correct and (R) is the correct explanation of (A),Both (A) and (R) are correct but (R) is NOT the correct explanation of (A),(A) is correct but (R) is not correct,(A) is not correct but (R) is correct,A,Assertion or Reasoning,Medium,Modern Medicine,"Administration, AYUSH & Miscellaneous",en,**A: Both (A) and (R) are correct and (,A,True
01f16ac0-f685-4ac8-8066-cb9bc3aa1e87,"According to Yogratnakar, ... . . visha dravya are shuddha themselves.",Arka and Snuhi ksheer,Dhatura and Gunja seeds,Bhanga and Ahifen,Bhallatak and Langali,A,MCQ,Medium,Agad Tantra,Agad Tantra & Forensic Medicine,en,"**A: Arka and Snuhi ksheer**

**Explanation",A,True
5f327f1a-b542-4a29-b773-1b938930740b,"In Kuti Sweda, the Angarkoshtak is in the ......... of the Kutagar",Center,Outside,In front,All corners,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"A: Center 

**Explanation:**

In Kuti Sweda,",A,False
617a73a6-f92d-4154-998f-aa14d15283e9,Tridanda's according to Ayurved are --,Satva - Atma - Sharira,Vata - Pitta - Kapha,Satva - Rajasa - Tama,Dosha- Dhatu- Mala,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**C: Satva - Rajasa - Tama**

Tridanda",C,False
c1d8594d-c8fe-4448-aa56-3c8de8a92586,Source reduction in mosquito control comprises of,Genetic engineering techniques,Personal protection against bites,Space sprays,Minor engineering methods,D,MCQ,Medium,Public Health,Swasthavritta & Public Health,en,"**D: Minor engineering methods**

**Explanation:**

Ayurveda",D,True
b48c4718-ecbe-4d7e-ae2a-f4421afa7c78,PramaadDagdha includes ------------,TucchaDagdga,Atidagdha,Durdagdha,All,B,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,en,"Answer: D. All

**Explanation:**

PramaadDagdha",D,False
b65feaff-223f-4dc6-b58d-c39702b56d72,Types of Dravya according to Yonibheda are,2,5,4,3,D,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"**C: 4**

According to Ayurveda, Dravyas (",C,False
1f4527e5-adb8-45f6-a890-725d547ab02d,Which of the following is not a man-made hazard?,Leakage of Toxic waste,Wars and Civil Strife,Drought,Environmental Pollution,C,MCQ,Easy,Environmental Health,Swasthavritta & Public Health,en,"C. 

**Ayurvedic Perspective:**

Ayurveda emphasizes",C,True
a9432d5b-af23-4398-a8cc-067d55dd45ff,"Total number of emetic formulations explained in Charaka Samhita Kalpasthan are
----------",245,345,255,355,D,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"**C: 255**

The Charaka Samhita,",C,False
a2a397c0-1b39-45a9-9a75-caea0df1afa1,"According to Kashyapa samhita, in sutikavastha, ---------sneha is used for snehpana specially after the birth of male baby.",Ghrit,Tail,Vasa,Majja,B,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"A. Ghrit 

**Explanation:**

* **Sutikavas",A,False
83a75ba2-d286-4405-a03c-918433a13fcf,“Dantīyutam vā magadha bhavanam kalkam pibet koshavatīrasena” is yoga used for treatment of which disease ?,Visūchikā,Chardi,Madātyaya,Udāvarta,A,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Visūchikā**

**Explanation:**

The phrase",A,True
c5d7c1f2-9d13-4479-9efd-698c3320aa7f,Pindataila is used in ….,Vatarakta,Amavata,Vajikaran,Vatavyadhi,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"**D: Vatavyadhi**

**Explanation:**

* **P",D,False
9a1ad9ab-c5b3-46d6-bc1e-27b31155476c,The process involved in manufacturing of Kajjali is,Parkshalan,Mardan,Nirvap,Awap,B,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,en,"**B: Mardan**

**Explanation:**

Kajjali, also",B,True
4092f3cb-b91f-4489-b195-a416c4022de1,Percentage of surface area of palm of a burn patient:,9%,1%,18%,27%,B,MCQ,Easy,Forensic Medicine,Agad Tantra & Forensic Medicine,en,"**A: 9%**

In Ayurveda, the palm of the",A,False
bf3370bf-3fa9-474b-a856-d2274fe347c9,‘Sheeta Jwara’ is a symptom of ---------------.,Kphaja Unmad,Kaphaja Apasmar,Kaphaja Gulma,Kaphaja Prameha,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Kphaja Unmad**

**Explanation:**

*",A,False
07a6d8af-1a91-4621-ad9c-116c4ee05b53,Yavagu is contraindicted in-------- jwara.,Vishama,Sannipata,Kapha- pitta,Vata,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**D: Vata**

**Explanation:**

Yavagu,",D,False
92fa3f89-f9cc-4bc4-914b-0d6981ea2a64,Commonest lesion which hinders vision in diabetic retinopathy is:,Macular oedema,Microaneurysm,Retinal hemorrhage,Retinal detachment,A,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"A: Macular oedema 

**Ayurvedic Perspective:**",A,True
dba1f471-2330-452b-bac9-2143a24326bb,Macrophages are derived from ....,Neutrophils,Lymphocytes,Monocytes,Basophils,C,MCQ,Easy,Immunology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C. 

**Ayurvedic Perspective:**

While Ayurveda doesn'",C,True
46108f00-a5a8-4fd6-8ed9-50311c1d698f,"In Charak Samhita, Vaata-Pitta dominance, Snehapaana is advised at ----------------------------------------------------------------------------------------------------------",Day,Night,Evening,After Dinner,D,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"**B: Night**

**Explanation:**

* **Snehapa",B,False
93b14889-68ef-4c4a-bab8-1f16fc2bb531,Bahumutrata is symptom found in ---------------,Sam Jwar,Pachyman Jwar,Niram Jwar,None of these,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**Answer: B**

**Explanation:**

* **Bahumutrata",B,False
4f78fc51-35bc-4a68-8922-0ae900bbf251,Agnideepana chikitsa is described in,Kukanaka,Sanniruda guda,Ahiputan,Parigarbhika,D,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**A: Kukanaka**

Agnideepana chikitsa",A,False
ddaf46c4-b71d-45d4-9ed7-66a33ae90cea,Serum thyroid antibodies are positive in----------------,Primary hypothyroidism,secondary hypothyroidism,Hashimoto’s thyroiditis,all the above,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C: Hashimoto’s thyroiditis 

**Ayurvedic Analysis:**",C,True
27e1e810-5099-42b4-b1d7-7b6737618867,"According to Sharangadhara, number of Balroga are –",18,20,22,24,C,MCQ,Easy,Kaumarabhritya,Kaumarbhritya & Pediatrics,en,"**A: 18**

According to Sharangadhara Sam",A,False
376e8535-681b-43cc-86a2-1d4ae68e8541,Jangal desh peoples are ….,Vata Pradhan,Vata – pitta Pradhan,Vata – kapha Pradhan,Pitta Pradhan,B,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,"**C: Vata – kapha Pradhan**

**Explanation:**",C,False
15e09cb8-f476-4b53-9a0e-a1b27aee59a9,"In shastrakarma of parisravi, a mixture of ......... is applied on skin sutures A) Madhu & Haridra B) Madhuyashti & Krishna mrida C) Jati & Haridra D) Madhuyashti & Jati",Madhu & Haridra,Madhuyashti & Krishna mrida,Jati & Haridra,Madhuyashti & Jati,A,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),en,"A) Madhu & Haridra 

**Explanation:**

*",A,True
5119f275-000a-4132-b9e4-7268812b3966,"In Charak Samhita, Siddhisthana, Dridhabala has stated ....... number of Mutradosha.",10,11,12,। उ,B,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"**C: 12**

In Charak Samhita, Sidd",C,False
34cc475c-7be3-4f8a-b56a-9d3cc563283b,Mula sthan of Mutravaha srotas is,Asthi,Majja,Basti,Sweda,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"C. Basti 

**Explanation:**

* **Mutravaha",C,True
0792eea4-8c6a-47eb-bcd9-40f75c2de5b7,"According to ....... vedhan shalaka should not be Tanu , visham",Sushruta,Vagbhatta,Charaka,Sharangdhara,B,MCQ,Medium,Sanskrit,Ayurvedic Literature & History,en,"**A: Sushruta**

**Explanation:**

* **Vedhan",A,False
fae30874-ceef-4091-a347-0bf26a310501,There are no subclinical cases in which of the following infectious diseases?,Measles,Poliomyelitis,Cholera,Diphtheria,A,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**D: Diphtheria**

**Explanation:**

Ayurveda",D,False
79f4df73-ed8c-4578-9e83-6e47f3e94401,Vapavahana is moolasthana of ..... srotas,Raktavaha,Asthivaha,Medavaha,Rasavaha,C,MCQ,Medium,Srotas,Samhita & Siddhanta (Fundamentals),en,"**C: Medavaha**

**Explanation:**

* **V",C,True
28cc6cf8-f0c7-4734-b2b5-7d7ebe0b6c8b,Uterine perforation is the complication of --,Cervical Cauterization,Pap smear,Cone biopsy,Hysteroscopy,D,MCQ,Medium,Gynecology,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**D: Hysteroscopy**

**Ayurvedic Perspective:**

While",D,True
fed32970-df2f-407a-ae3f-08d453e66b6b,Among the following………. vitamin does not cross placenta,Vit.A,Vit. D,Vit. K,Vit. E,D,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"**A: Vit. A**

**Ayurvedic Perspective:**",A,False
a7929fcf-774e-4397-aee4-f7e873f67a96,Asthidhatu Purankarma is achieved by ingestion of,Ghrita,Vasa,Sthavar,Majja,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**A: Ghrita**

**Explanation:**

* **Asth",A,False
5357a3ff-9fc4-42cc-bc22-a59e7dcb110a,According to Charak Uttan Vatarakta Vyadhi occurs in _______ dhatu.,Rasa Rakta,Twacha Rakta,Twacha Mansa,Rakta Mansa,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**D: Rakta Mansa**

**Explanation:**

Charak",D,False
e7d3ed89-b413-4316-9b67-ca5ce83b8222,Lupus vulgaris is A) Fungal infection of skin B) Tuberculosis of skin C) Carcinoma of skin D) Eczema of skin,Fungal infection of skin,Tuberculosis of skin,Carcinoma of skin,Eczema of skin,B,MCQ,Easy,Dermatology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"B) Tuberculosis of skin 

**Explanation:**

Lupus vulgaris is",B,True
628ae30e-7278-4d91-8ccd-d4162d520717,Stricture of the rectum is,Sannirudhha guda,Paschyaadhruja,Ahiputana,Gudabhramsa,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A: Sannirudhha guda 

**Explanation:**",A,True
a3ed3af2-3f76-4f7e-a2e2-5d1ab51d3f54,According to Acharya Videha types Naktandhata are,5,6,4,7,C,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"**C: 4**

Acharya Videha describes **four**",C,True
655ea88e-f612-4deb-a049-008afdcf9233,The family of the Dronapushpi is,Cucurbitaceae,Lamiaceae,Apocynaceae,Guttiferae,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"**C** 

Dronapushpi ( *Convolv",C,False
d9901c50-03e2-43bf-8b07-3e2952981a00,Neostigmine - Atropine therapy can be given in case of ......................................................................................................................,Elapid,Rusells viper,Saw scaled viper,Sea snake,A,MCQ,Hard,Visha Vigyan,Agad Tantra & Forensic Medicine,en,"**A: Elapid**

**Explanation:**

From an Ayurvedic",A,True
9f09adc5-b25d-4f64-86e8-c63584d4363d,……. Basti is indicated in Pravahika.,Yapan,Niruh,Pichha,Kshar,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"**B: Niruh**

**Explanation:**

* **Prava",B,False
0a682594-6b20-4c95-a275-89624b9131b3,Following is the non-nucleated cell…..,RBC,WBC,DLC,Leucocytes,A,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"A. RBC 

**Ayurvedic Perspective:**

While Ayurveda doesn",A,True
defa69dc-0446-474e-ab31-8a44c0a9ada7,One of the Hetu of Yoniroga is “Apadravya Prayogat” Here the word “Apadravya” means ………………….,Mithya Ahar,Daiva,Using infected devices per v*gina,Shukradosha,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**C: Using infected devices per v*gina**

**Explanation:**",C,True
3ceccbe5-d3ed-49c7-b9e4-bb5c1958b703,Abhaya is a synonym of,Shatavari,Pippali,Marich,Haritaki,D,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"**D: Haritaki**

Abhaya is a synonym for Har",D,True
fe3b917c-9cc6-458a-bb95-ff623df3ce66,____is the cause of second trimester abortion.,Cervical polyp,Cervical erosion,Cervicitis,Cervical incompitance,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D. Cervical incompetence 

**Ayurvedic Perspective:**

While Ayurveda",D,True
b9115c7a-87d9-4ede-a2ae-0afee819d621,Sukumar upchartam’ requires in ….dhatusarta.,Rasa,Rakta,Mamsa,Meda,D,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,"**D: Meda**

**Explanation:**

* **Sukumar up",D,True
e4060e51-6dd4-4868-bbc9-91be57375534,"After giving Vamaka dravya, when patient manifest Sweda, then it should be concluded that",Dosha Vilayana,Dosha sthan chalita,Dosha Urdhwagaman,Dosha Adhogaman,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**A: Dosha Vilayana**

**Explanation:**

*",A,True
fb552ab0-a76c-482a-b5aa-5c576f7bf75d,Samvāhana is the treatment for,Mūtravriddhi,Udarashūla,Kāsa,Nidrānāsha,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"A. Mūtravriddhi 

**Explanation:**

*",A,False
e6b643f6-8449-4e63-8491-1454408f9cbe,“Ksheedma Darshana” is the lakshana of,Vatika Kasa,Kumbhakamala,Kshayaja Kasa,Kshataja Kasa,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**D: Kshataja Kasa**

**Explanation:**

*",D,False
697fbcb2-75d5-4a8e-910e-288839326690,"As per Sushrut Samhita, Accha Sneha is prescribed for a person -----------.",having Krura Koshtha,of Vata Prakruti,having Teekshna Agni,to whom Sneha is Saatmya,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**D: to whom Sneha is Saatmya**

**Explanation:**",D,True
d010f0b8-762c-48d4-92d5-9480478ea75d,Shishiraashruta is lakshan of ……….Abhishyand,Vataj,Raktaj,Kaphaj,Pittaj,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"**C: Kaphaj**

**Explanation:**

* **Shishi",C,False
fd4ae3b7-61c7-4e31-ada0-f7b132eff6f6,Which of the following is pre requisite to perform Autopsy?,PIR.,Dead Body Challan,Hospital record,All,D,MCQ,Easy,Visha Vigyan,Agad Tantra & Forensic Medicine,en,"D: All 

**Explanation:**

While Ayurveda focuses on promoting health",D,True
8e581874-50b0-4a06-a28d-386c3765b02c,.................... is the common cause of Hypothyroidism,Hashimoto's disease,ACTH excess,Calcium deficiency,ACTH deficiency,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A. Hashimoto's disease 

**Ayurvedic Analysis:**",A,True
aaca5da5-eaf1-4ebf-b737-89e29f1eb618,Prakcharana'' is not mentioned by ...................................................................................................................................,Charak,Sushrut,Vagbhata,Kashyap,D,MCQ,Hard,Striroga,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**D: Kashyap**

Prakriti, Vikriti, and Prak",D,True
5ae3fe66-7f43-4de4-8f35-7fe33b5ec88a,Hamsgati Nadi is found in --------- Dosha Dominance,Vat,Kapha,Pitta,Rakta,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"A: Vat 

**Explanation:**

Hamsgati Nadi",A,False
eca6264f-1f95-4852-98f0-b80b3b169d24,National Institute of Naturopathy is in,Pune,Delhi,Bengaluru,Hyderabad,A,MCQ,Easy,Ayurveda,Ayurvedic Literature & History,en,A. Pune,A,True
d8854608-4ba6-4580-b5d5-1607e86c5f1c,In Siravedha procedure removal of blood in UttamMatra,Once in 6 months,Once in month only,Once in 3 months,Once only,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**C: Once in 3 months**

**Explanation:**

S",C,False
399b4b90-1ba3-4080-b5dc-664a3d8bfc6e,Lakuch swaras is used for maran of,Sasyak,Abhrak,Nag,Kharpar,A,MCQ,Hard,Rasashastra,Dravyaguna & Bhaishajya,en,"**D: Kharpar**

**Explanation:**

* **Lakuch",D,False
d961a253-e7e0-4b2e-a8ea-71e08bb0bcdf,Value of each small division (1 mm) on X axis of ECG is ………,0.04 mm,0.04 min,0.04 cm,0.04 sec.,D,MCQ,Easy,Physiology,Sharir (Anatomy & Physiology),en,"D. 0.04 sec. 

**Explanation:**",D,True
a3604228-c428-48e7-b553-6f9ec4b4597f,Dosha - Dushya of following two diseases are similar------------------,Kushtha- Prameha,Prameha - Vatarakta,Vatarakta – Visarpa,Visarpa- Kushtha,D,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**Answer: D**

**Explanation:**

* **Dosha-",D,True
8356c927-244c-42a9-bb26-ec70a0fd10d2,Adhrush Is Type Of Disease,Talugat,Kanthagat,Dantgat,Jivhagat,A,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"**D: Jivhagat**

Adhrush is a type",D,False
caf4c0df-6ee2-4627-ae69-73c501a305d2,Dantapawan is not recommended for patients suffering from ---,अतिसार,शोध,श्वास,पाण्ड्,D,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"**D: पाण्ड्**

**Explanation:**

* **Dan",D,True
9ee449df-ac56-4124-bbae-0c7e554fd248,‘ First Avasthan in extremities and then occupies the whole body’ this is statement for ------,Jeerna Jwara,Kushtha,Apasmar,Vatarakta,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Jeerna Jwara**

**Explanation:**

This statement",A,False
56b5f222-2520-49fd-8c90-eb2ee034c536,A pain situated in the midepigastrium is -- A) Appendix B) peptic ulcer C) Renal pain D) Amoebic pain,Appendix,peptic ulcer,Renal pain,Amoebic pain,B,MCQ,Easy,Gastrointestinal Surgery,Shalya Tantra (Surgery),en,"**B) peptic ulcer**

**Ayurvedic Analysis:**",B,True
1916a7d2-9557-4355-a5ec-12857d634665,In which season Langhan can be done ?,Varsha,Shihir,Grishma,Vasant,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**C: Grishma**

Langhan, a therapeutic fasting or",C,True
6cf431c8-ef8d-4384-8919-cf4e4368d272,According to Ashtang Hridayam types of Shodhan are ?,5,4,3,7,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: 5**

According to Ashtang Hriday",A,True
ebee1489-3714-4506-8a7c-5698a4fb1137,Definition of anemia in term baby is…,Venous HB<13gm%,Venous HB<16gm%,Venous HB<15gm%,Venous HB<18gm%,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**C: Venous HB<15gm%**

**Ay",C,False
279e43b2-eac0-4c7f-b83f-50e9cb4b8bb7,Which is a synonym of Neeldurva,Shyama,Shweta,Shiva,Shambhavi,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"A: Shyama 

**Explanation:**

* **Neeldur",A,True
b5bce475-dc70-471e-afad-b0db5ca446cd,Australia Antigen test is done for…….,Malaria,Hepatitis B,Both A & B,Dengue,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"B. Hepatitis B 

**Ayurvedic Perspective:**

While Ayurveda",B,True
2b7bd83e-ca63-447d-9860-90cec9646174,which is the not contain of “Balark Ras”,Jaypal,Kharpar,Praval,Hingul,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,en,"**D: Hingul**

**Explanation:**

Balark Ras is",D,False
83658085-35cd-4355-a740-f6e93841cddf,Which month is observed as National Anti-malaria month?,June,July,Aug,Sept,A,MCQ,Easy,Public Health,Swasthavritta & Public Health,en,"**A: June** 

While Ayurveda doesn't specifically designate a",A,True
76e7df13-e9db-4373-b98d-0e9dcedcb5a8,----------------- Srotas are involved in Mada-Murccha.,Rasavaha,Raktavaha,Majjavaha,A and B,D,MCQ,Medium,Ayurvedic Physiology,Sharir (Anatomy & Physiology),en,"**D. A and B**

**Explanation:**

* **S",D,True
5532b5dc-8a4f-4908-9ae0-74d84281730f,Trichosanthes dioica is the scientific name of,Patola,Madanphala,Bakuchi,Karvellak,A,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,en,"A: Patola 

**Explanation:**

* **Trichosanthes",A,True
75bc9bfc-79e3-43a6-9293-13f2ea838cdb,Unilateral aphakia is likely to be corrected by any of the following except:,Anterior chamber intraocular lens,Posterior chamber intraocular lens,Contact tens,Glasses,D,MCQ,Medium,Modern Ophthalmology,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"**D: Glasses**

**Ayurvedic Perspective:**

While Ayurveda",D,True
8dd2c8f2-a86f-485b-bc4e-caeff13e834b,Olecranon process is present in which bone?,Scapula,Radius,Ulna,Clavicle,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"C. Ulna 

**Ayurvedic Perspective:**

While Ayurveda",C,True
fb8d551b-1d35-4b0f-8d4d-21621d06669c,"According to Vagbhata, ……….. should be given to a Annada child followed by Vamana.",Kshira,Kshira + Ghrita,Kshira + Peya,Peya + Ghrita,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**B: Kshira + Ghrita**

**Explanation:**",B,True
91742aa2-8d2b-4a97-acf3-7ee67586b52d,Which of the following is not a phase of organophosphorus poisoning:,Acute cholinergic phase,Intermediate syndrome,OPC induced delayed polyneuropathy,Late onset proximal myopathy,D,MCQ,Medium,Visha Vigyan,Agad Tantra & Forensic Medicine,en,"**D: Late onset proximal myopathy**

**Explanation:**

While",D,True
3ddf1139-4fff-4f90-bbda-7cb346059dd5,According to Ashtang Sangrah cause of nagodar is,Excessive bleeding either daily or monthly,Leucorrhoea,Purulent vaginal discharge,Foul smelling discharge,A,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**C: Purulent vaginal discharge**

**Explanation:**

In Ayurveda",C,False
c1e53e63-e53e-48e9-925a-c0630697cdf1,Following parpati is indicated in shwasa vyadhi,Shweta parpati,Tamra parpati,Kutaj parpati,Rasa parpati,A,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,en,"**A. Shweta parpati**

**Explanation:**

* **",A,True
c8ed6afe-dd47-4329-8200-7da55d881df8,Accoroding to Madhvanidan --------------------------Lakshana are found in Abhighataj Shotha,Pittaj Kaphaj,Vataj,All of these,None of these,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Pittaj Kaphaj**

**Explanation:**

* **",A,False
a79069b1-574f-4a78-b3f9-0e1a4535615e,SCID can occur due to the absence of an enzyme .....,Adenosine deaminase,guanosine deaminase,phosphorylase,thymidine deaminase,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A: Adenosine deaminase 

**Ayurvedic Perspective",A,True
b415f2d0-67ca-4362-8b52-52336b30d28f,"According to Madhukosha tika, expulsion of garbha till _month of pregnancy is called as Garbhastrav.",Fourth,Third,Fifth,Sixth,A,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**B: Third**

According to Madhukosha tika, expulsion of",B,False
f35fdcb5-5f9a-4832-a847-f1fd80b5912a,According to Sushruta Kharpak used for ………….,Nasya,Abhyanga,Basti,Karnapuran,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"D. Karnapuran 

**Explanation:**

* **K",D,True
6a7449e8-976a-46d0-aed6-7405409463b3,Any amount of food taken is digested completely due to……..,Pittaja Agnimandya,Vataja Agnimandya,Kaphaj Agnimandya,Rasa Dhatu Agnimandya,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"**D: Rasa Dhatu Agnimandya**

**Explanation",D,False
7147202d-c69c-417c-aed8-332e881377a9,"According to Charak, Maniki Pariksha of Vaman for Madhyam Shuddhi is......",1 prastha,2 prastha,1½ prastha,½ prastha,C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,"**C: 1½ prastha**

**Explanation:**

Char",C,True
b869744f-fc61-43a9-b948-4f750c0b61b0,"_____is responsible for health of their people which can be fulfilled only by the
provision of adequate health and social measures",Government,Public,NGO,RED CROSS,A,MCQ,Easy,Ayurvedic Principles and Public Health,Swasthavritta & Public Health,en,"A. Government 

**Explanation:**

Ayurveda emphasizes a holistic",A,True
cec88d51-457c-4a46-b2b1-3208998c6e9c,Bruising in inner aspect of lips is a very important evidential finding in .....,choking,smothering,gagging,strangulation,B,MCQ,Medium,Visha Vigyan,Agad Tantra & Forensic Medicine,en,"D: strangulation 

**Explanation:**

In Ayurveda, bruising on",D,False
6dc8e0ea-6f81-47c9-ad78-3bb1d44c401f,Urdhwaja Raktapitta is due to association of ------- Dosha.,Pitta-Vata,Pitta,Pitta-Kapha,Tridosha,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Pitta-Vata**

Urdhwaja Rak",A,False
7f925048-2de8-439c-98a7-3784fae41692,Terpentine is the chemical constituent of,Gandhabiroja,Hingu,Kumari bol,Kupilu,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,"A: Gandhabiroja 

**Explanation:**

* **Gandhabi",A,True
e7321748-b682-42e4-aafc-d4eaf4d89cdb,"________ is withdrawing the senses or organs from their contact with the objects in
the external world.",Pratyahara,Niyama,Samadhi,Yama.,A,MCQ,Easy,Ayurvedic Philosophy,Samhita & Siddhanta (Fundamentals),en,"A: Pratyahara 

**Explanation:**

* **Pratyah",A,True
