id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language,model_raw,prediction,is_correct
f258880f-0837-4baf-9c37-662ee7f01500,Fracture of ribs occurs more probably on …..site.,Shaft,Angle,Neck,Tubercal,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,B. Angle. Fracture of ribs occurs more probably on the angle,B,True
ad34205b-74ba-47a3-b192-8eb3bc04376c,Chikitsa of Avaran is .....,Mrudushodhan,Rasayan,A and B,Tikshana shodhan,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D) Tikshana shodhan, Avaran shodhan",D,False
72c083aa-e61f-41c9-a319-5b433352a22f,Type of Daivabala Pravrutt Vyadhi is ....................................... Vyadhi.,Abhishapaj,Kalabal Pravrutt,Swabhav Bala Pravrutt,Dosha Bala Pravrutt,A,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),en,C. Swabhav Bala Pravrutt. Vyadhi.,C,False
80f493a6-dd6b-4059-8da8-3bac017fbd29,What % age of patients will be successfully eradicated of Helicobacter Pylori using metronidazole with either clarithromycin of amoxicillin A) 10 B) 20 C) 40 D) 90,10,20,40,90,D,MCQ,Medium,Gastrointestinal Surgery,Shalya Tantra (Surgery),en,"D) 90, Option D: 90, is the most accurate",D,True
99b842e9-1a7d-49eb-8d38-21717f120807,Brahma muhurta can be considered as,"Second half of the fourth yama, end of the 14th muhurta","Second half of the third yama, beginning of the 14th muhurta","Second half of the second yama, beginning of the 12th muhurta","Second half of the seventh yama, end of the 12th muhurta",A,MCQ,Medium,Swasthavritta,Swasthavritta & Public Health,en,B. The Brahma muhurta is considered the second half of the,B,False
fcf1422b-0f61-4074-a982-4353dd3cad68,Which of the following options is most appropriate regarding ‘Yoni’ _______.,Deva,Manusha,Tiryag,"All A, B & C",D,MCQ,Medium,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"D) All A, B & C. The term Yoni is used",D,True
50b74a5e-6305-4865-a3ae-37e02ba750c0,………… number of Sneha included in Charkokta Snehopag Gana,10,12,20,16,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,B. 12 Sneha included in Charkokta Snehopag,B,False
bddd85fb-c782-40c0-aa23-945ca5ea6f4a,"Sandhan,Skandan,Pachan and Dahan are the four procedures used in …….....Lakshan.",RaktamokshanAyoga,RaktamokshanMithyayoga,RaktamokshanSamyaka,RaktamokshanAtiyoga,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,C) RaktamokshanSamyaka. Lakshan is a,C,False
7b0c7dcb-1138-4a9d-b436-f1a6adee848a,Varipariksha is advised in ------------------------ parikshan.,Stanya,Rakta,Rasa,Sweda,A,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"D. Sweda, as Varipariksha is a part of Sw",D,False
b677ea86-a7da-4101-b53e-0f60c3c9017a,"Out of following in which metabolic disease can develop peripheral neuropathy.,",Diabetes mellitus,Hyperparathyroidism,Hyperparathyroidism,Fever,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A. Diabetes mellitus, Hyperparathyroidism, and Fever are",A,True
7d488baa-70de-4f97-88e7-aa331513e124,Which age group has the highest rate of Alzheimer cases reported.,85 and older,65 to 74,74 to 84,55 to 65,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,A. 85 and older. Alzheimer is a progressive disorder that causes the,A,True
22f4e675-d5a0-4c94-bb1c-ad1efb2acdef,Factors responsible for Grahabadha to children are,Himsa,Arati,Archana,All,D,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"D - All, Grahabadha to children is caused by all the",D,True
e55d75a6-f94d-4d16-b5db-0db9d13e9de4,Kshara karma is indicated in ---,Karnini yoni,Bahya yoni arsha,Prathamavarta arsha,All of the above,D,MCQ,Medium,Striroga,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,D) All of the above. Kshara karma is indicated in Karn,D,True
be0f6edd-9e75-4865-9db9-7558b4cf4e66,Inappropriate secretion of ADH leads to retention of .......,Water,Water and hyponartremia,Glucose,Hyponatremia,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,B) Water and hyponartremia. Inappropriate secretion of AD,B,True
5df39550-18f3-4b2f-865e-7d734ebe9049,Night blindness is caused by:,Central retinal vein occlusion,Dystrophies of retinal rods,Dystrophies of the retinal cones,Retinal detachment,B,MCQ,Medium,Ayurvedic Ophthalmology (Shalakya Tantra),"Shalakya Tantra (ENT, Eye, Dentistry)",en,B. Dystrophies of retinal rods. Night blindness is caused,B,True
aa4e3700-64e9-4749-9c29-fa0e19a281a5,Virechana Karma is mainly useful for eliminating which Dosha?,Kapha / कफ,Vata / वात,Pitta / पित्त,Rakta / रक्त,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,C) Pitta / पित्त,C,True
fa4efdab-4b6e-4713-8063-6642bc0459df,"which is the not contain of ""Balark Ras""",Jaypal,Kharpar,Praval,Hingul,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"B) Kharpar is not contain of ""Balark Ras"". Other",B,True
066c859e-aee5-496f-adf4-d12992c6c0b2,Which is Vartmagata Vyadhi ?,Kumbhika,Utsangini,Nimesh,All,D,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"A. Kumbhika, B. Utsangini, C",A,False
781bb627-9434-4b03-8109-12a5ee817bbc,Charak Samhita has stated that Supya-Anna Vikaara have ----------------------------------------------------------------------------------------------------------------------,Vaatalaa,Pittalaa,Shleshmalaa,Tri-Doshakaraa,D,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,D) Tri-Doshakaraa,D,True
9207935b-a3ec-44c5-95e6-b34b7525f62e,"------- is the objective of Ayurvedic research.,",Karya Karana Sambandha,Anukta Vishaya Anveshana,AvaranGyana,All,D,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,B) Anukta Vishaya Anveshana,B,False
50846e14-f856-4020-8cfe-246bec2536cb,44. ‘Sarkarvan madhura puṣpa Saka’ is mentioned for which one of the following dravya?,Jivanti,LaSuna,Vrddha daruka,Satavari,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,C) Vrddha daruka. The mentioned Saka is for,C,False
9c571ea9-8efb-41b8-8477-296100912e6c,"When data are arranged at regular interval of time, the classification is called:",Qualitative,Quantitative,Chronological,Geographical,C,MCQ,Easy,Medical Statistics,Research & Statistics,en,"C. Chronological. When data are arranged at regular interval of time,",C,True
d85460f8-35cf-48da-a8e1-a563fb7013de,What is the duration of training for Village Health Guides?,2 month,1 month,3 months,4 months,C,MCQ,Easy,Public Health,Swasthavritta & Public Health,en,C) 3 months. The training duration for Village Health Guides is,C,True
913e4de6-529c-4a4c-945b-9594d50a8ce7,stanyadusti due to graharogas is mentioned by ………………Acharya,Charaka,Sushruta,Kashyapa,Vaghbhata,C,MCQ,Medium,Ayurvedic Pediatrics (Kaumarabhritya),Kaumarbhritya & Pediatrics,en,"C) Kashyapa, Acharya, in his work, Astang",C,True
305faa1c-bd8a-45f2-a0f8-eec12597525c,Arma has ....... types,5,4,3,6,B,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,A 5 Arma has....... types. Arma is a Sans,A,False
c3a33382-1b50-4e67-a527-9a37da00e9fb,"Signs of dehydration in adults is,",Thirst,less frequent urination than usual,Fatigue,All of above,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D) All of above. Signs of dehydration in adults include thirst, less",D,True
37f22e03-26db-4ea2-839f-6da963487c0c,In which season Bruhan can be done ?,Shishir,Vasant,Grishma,Sharad,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C) Grishma, Varsha, and Kharif. Bru",C,False
f473cc9b-4afe-4835-9bf1-5bf79695f92a,The treatment of Garbhini _ _ _ _ _ is cold milk medicated with Madhurasa & mixed with honey.,Atisara,Parikartika,Pravahika,Grahani,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"B) Parikartika, Pravahika, Grahani",B,True
b3ec0517-719f-4355-9f52-7942add63415,Gallir is ........gata roga,Talu,Kantha,Nasa,Karnapali,A,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,A) Talu,A,True
93ab0b52-1dc9-4193-991f-f8307f1a65b5,Excessive yawning is Purvarupa of --,Atisar,Amlapitta,Vrana,Vataj Jwara,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,A) Atisar,A,False
2a9b60cc-f138-4cf6-8f6e-6a4246f8dd22,‘Mahagadam Mahavegamagnivachidrakaricha’ this description for which disease?,Prameha,Kushtha,Jwara,Raktapitta,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A. Prameha, specifically Madhumeha, is described by",A,False
ce9d29e6-cf83-4a81-abc6-db48f1726045,Shaman nasya is useful in……… vyadhi,rakt-pittaj,kaphaj,raktaj,none of above,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,A. rakt-pittaj vyadhi. Shaman nasya,A,True
b7a1c588-1d5d-46d5-8928-9f292663dbc1,Chandralohadala is the synonym for,Rajat patra,Suvarna patra,Tamra patra,Loha patra,A,MCQ,Easy,Rasa Shastra,Dravyaguna & Bhaishajya,en,"C) Tamra patra, also known as Chandralohadala",C,False
51778a69-69d9-42da-9d88-d592dfa7cf39,P wave having greater amplitude and time in ECG indicates ......,Atrial Hypertrophy,Myocardial infraction,AV block,Bundle branch block,A,MCQ,Medium,Roganidan Evam Vikriti Vigyana,Roga Vigyana (Diagnostics & Pathology),en,Atrial Hypertrophy. A greater P wave amplitude and duration may indicate,A,True
6aff881b-0b8c-4b8b-8310-3b986ec8541b,In the preparation of Gandhak Rasayan Bhavana of following drug is for maximum times,Godugdha,Gomutra,Ardraka,Honey,C,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,en,"B) Gomutra, 6 months. Gandhak Rasayan",B,False
433003ea-f368-448d-96c3-68b28479dba3,"Rukshana Upakrama is advised in --------------------------------------------------------------------------------------------------------------------------------------------- >0 Pil : t E Relle ""atter"" ""college of",A,B,C,पक्वाशयगतवात,D,Fill in the blanks,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"D
Explanation: Rukshana Upakrama is advised in pak",D,True
a398ecdb-b79a-4282-be2a-88af9a30c573,Kutajarishta is used to treat following disease,Shwas,Grahani,Kasa,Rajayakshma,B,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,en,"D) Rajayakshma, Shwas, Grahani,",D,False
7d023551-eec0-42be-920b-e692585d6f3e,In ......................... vyadhi vrana is painless,B,Phiranga,Upadansha,Kushtha,D,Fill in the blanks,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,B. Phiranga vyadhi vrana is painless. This,B,False
fda7bb98-47d0-47e3-907b-7b0caf17303c,Which dravya is used in Karnaroga 'Unmatha',Yashtimadhu,Langali,Eranda,Laksha,B,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,en,B) Langali,B,True
35ee78dd-e656-4b44-a168-095a480c75c4,Malaria is caused by ----------------------------organism,Plasmodium Vivax,Plasmodium Malaria,Plasmodium Ovale,all the above,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,A. Plasmodium Vivax. The best answer is A.,A,False
1f2e7a8b-d31a-47ad-ab27-ae369b2ac77a,During Hemanta after Vyayama one should take bath using drugs of——— Rasa,Tikta,Kasaya,Katu,Amla,B,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,B) Kasaya Rasa drugs. The best answer is B.,B,True
55c27cbf-3f77-4078-8165-7065d4f6ab74,Tridandatmak Purusha is formed from _______.,"Vata, Pitta & Kapha","Satva, Raja & Tama","Satva, Atma & Sharir","Agni, Soma & Vayu",C,MCQ,Easy,Ayurvedic Philosophy,Samhita & Siddhanta (Fundamentals),en,"C) Satva, Atma & Sharir. Tridandat",C,True
cca59b12-1e52-4697-8d99-ab3f625dfe29,Common illness during Dantotpatti kala is,Shwasa,Kamala,Dantaveshtaka,Jwara,D,MCQ,Easy,Kaumarabhritya,Kaumarbhritya & Pediatrics,en,C) Dantaveshtaka. Dantotpatti kala is,C,False
4dab5ec7-c1c4-42a5-ad57-e6588a5f5d0a,"According to Charakacharya , Nonnamati Prapidito (Pitting Edema) is
the symptom found in----------",Kaphaj Shotha,Jwar,Vataj Shotha,All of these,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,C) Vataj Shotha,C,False
b251c0ae-16af-4e57-8bac-e15e2f3f975d,Common illness during Dantotpatti kala is-,Shwasa,Kamala,Dantaveshtaka,Jwara,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,C) Dantaveshtaka. Dantotpatti kala is,C,False
4f877b96-f33b-4cf7-8bea-48f7eed9c1e3,Phototherapy was first introduced by_______,Treamer,Creamer,Dreamer,Flemming,B,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,D) Flemming. Phototherapy was first introduced by Flemming in,D,False
d2b221ef-51e1-4c90-81c5-facc6e295d29,Dwiputa danta erupts in ......................month,8th month,4th month,7th month,5th month,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,D) 5th month. Dwiputa danta erupts in,D,True
95efe7e3-8e5b-47c7-9a1d-7ada0d497ea2,..... is the English name of Vatsanabh.,Jimson seed,Wolf's bane,Swallow wart,Tiger's claws,B,MCQ,Easy,Visha Vigyan,Agad Tantra & Forensic Medicine,en,C) Swallow wart. The English name of Vatsanabh is,C,False
17c8bd0f-0473-41a7-8fa9-ceaf693f4cfd,Major chemical constituents present in Gunja,Abrine,Alangine,Botulin,Lupeol,A,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,en,"A) Abrine, Alangine, Lupeol, and Bot",A,True
d0352a55-c827-499a-891e-f637fee5822c,Sasharkara atimutratwam mutrakale cha vedana is seen in ………………disease,Prameha,ashmari,mutrakrichra,none of the above,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,A. Prameha. Sasharkara atimutratw,A,False
8df9e275-c060-4f7d-8137-b13c36bff457,To treat Vataj Vikar honey is mixed with Kwath in the proportion of,1/4 of Kwath,1/8 of Kwath,1/20 of Kwath,1/16 of Kwath,D,MCQ,Medium,Bhaishajyakalpana,Dravyaguna & Bhaishajya,en,B. 1/8 of Kwath. Honey is used to treat,B,False
1b5dee86-713e-4478-ad82-8186fad2db40,"The lingnasha caused due to watching Gandharva, Eclipse etc is ........ lingnasha",Sanimitta,Animitta,Vataj,Pittaj,A,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"B. Animitta, as the lingnasha caused due to watching Gand",B,False
9231a864-c8d9-4d64-989c-d7f10ef901ee,"The duration of 1st stage of labour is about ____ hours, in primigravida.",5,10,15,20,B,MCQ,Easy,Obstetrics,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,B. 10 hours. The duration of 1st stage of labour,B,True
958d0d44-5cb0-44a1-9df0-0feaa312f246,‘Dhatupuran Varna Sparshadnyan ‘are the functions of _____.,Vatavaha sira,Kaphavaha sira,Pittavaha sira,Raktavaha sira,D,MCQ,Medium,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,D) Raktavaha sira. Raktavaha sira,D,True
a3830705-f6ee-45f6-aeb4-6cabfe05e093,Sthiti of dosha in Bhasmaka Roga,Kapha kupita Pitta Kshaya,Pitta kupita Kapha kshaya,Vata ksheena Pitta kupita,Vata kapha ksheena,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C) Vata ksheena Pitta kupita, Kapha",C,False
c202938d-645b-4a4f-83b8-7a559f6e30d2,"The Chikitsa of Sthaulya is recommended by Acharya Vagbhata as all Upakramas that bring about ---------- , --------------------------- and ----------------------","Nashan Mamsa, Meda and Vata","Meda , Vata and Pitta","Meda, Vata and Kapha","Meda, Mamsa and Kapha",C,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"C: Meda, Vata and Kapha. The Chik",C,True
5af43625-df9b-47ca-b60b-ddb8919ba09f,According to Vagbhata the complications of Ativyayama are,Ksata and mada,Klama and sosa,Kasa and chardi,Murcha and svasa,B,MCQ,Medium,Swasthavritta,Swasthavritta & Public Health,en,"D) Murcha and svasa. Ativyayama,",D,False
2b0f8e5c-4991-40d1-820b-716b566c795e,"--------tumors often invade basal membrane that surrounds nearby healthy tissue and
can spread via bloodstream or lymphatic system, may recur after removal",Malignant,Benign,Both A and B,None of above,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C - Both A and B. Tumors are often malignant, invading",C,False
e20fde88-6667-41f9-ab34-349ec70fe190,Shakun Ashnata (to consume birds flesh) is the treatment for prevention of ...... Disease.,Netraroga,Karnaroga,Kantharoga,Mukharoga,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),en,"A. Netraroga, Karnaroga, Kantharoga,",A,True
e591b385-4392-4573-b0b9-191e4f5063ee,136. What is Virya of Vasa?,Uṣṇa,Sita,AnuṣṇaSita,SamaSitoṣṇa,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"D) SamaSitoṣṇa
Explanation: The",D,False
f7c1f06b-6c9e-4168-b725-99b2dd9397d6,Nasti Yogat Param Balam is quoted by,Bhagwat gita,Patanjali,Gherand,Hathayoga,C,MCQ,Easy,Yoga & Naturopathy,Yoga & Psychology,en,"C) Gherand, Patanjali, Gherand, G",C,True
bc2a7f99-1a18-490b-bdcb-4f460377dfc8,‘Chitta’ is synonym of ...,Mana,Atma,Buddhi,Smriti,A,MCQ,Easy,Manas,Samhita & Siddhanta (Fundamentals),en,"D) Smriti, vās (mind) = chitta",D,False
7e973436-a791-4005-a0ec-e62b8a2255a3,In Parkinson’s disease Nasya can be given with ………,Vachachurna,Shadabindutaila,Yashtimadhuchurna,Panchaindriyavardhan Tail,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,B) Shadabindutaila,B,False
dd75f51e-7ce3-4b32-8573-dd4fe4d95f8f,…………… is the yonidoshahara chikitsa.,madhyampanchamula,trunapanchamula,laghupanchamula,brihatpanchamula,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,D. brihatpanchamula. The Brihatpancham,D,False
d35264c5-6585-43dc-b532-48aafc9c84d0,"Which of the following is a selected medicine for Kasa, Jwara and Chardi in children ?",Ativisha,Yashtimadhu,Ashwagandha,Ahiphena,A,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"D) Ahiphena is a selected medicine for Kasa, J",D,False
87bc507d-5f36-4e49-be99-8ce0efcbcac5,Parad Gati are .... in number,4,5,3,6,D,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,en,B) 5. There are 5 types of Parad Gati.,B,False
ba28d3f0-674f-4367-9898-798bfbc93be9,Which is the ODD one out,Patola,Sarkara,Godhuma,Dadhi,D,MCQ,Easy,Swasthavritta,Swasthavritta & Public Health,en,"B) Sarkara is the ODD one out. Patola, God",B,False
7f203930-fb57-4d8e-8156-f63b2e79d06a,"The non-clinical Vit-A deficiency is more common as compared to the clinical, threatening the health of as many as one third of the world’s children. The best proxy indicator of this is:",Infant mortality rate,Maternal mortality rate,Literacy rate,Proportion of the rural population,A,MCQ,Medium,Public Health Nutrition,Swasthavritta & Public Health,en,A. Infant mortality rate is the best proxy indicator of the non-clin,A,True
91f0f6db-f240-4f82-996a-6a77fe451087,Puraria tuberosa is scientific name for,Shaliparni,Saptaparni,Bhallatak,Vidarikanda,D,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,en,B) Saptaparni. Puraria tuberosa is the,B,False
5f3ce77b-c2d9-4ee1-a275-f15e1ebe1869,"According to Ashtanga Hridaya ,Namakaran Sanskar of chid should be done on which day?",10th day,12th day,100th day,11th day,A,MCQ,Easy,Ayurvedic Pediatrics,Kaumarbhritya & Pediatrics,en,D) 11th day. The Namakaran Sanskar of ch,D,False
2a86a780-933f-4a0f-8160-6c31aef71d9e,------------ is an AtimaatraAharaJanyaVyadhi in which the Apakwa Anna/ AnnaRasadoesn’t come out from UrdhvaMarga or AdhoMargaand neither gets digested.,AamVisha,Rasa SheshaAjirna,Visuchika,Alasaka,D,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,en,D) Alasaka. Alasaka is an AtimaatraAh,D,True
a8da2fe5-9f2f-4f42-985b-0f5e10e632d8,Which of the following is appropriate for patient with chronic osteoarthritis of knee?,UVR rays,Cold pack,SWD,Ultrasound,D,MCQ,Medium,Modern Therapy,"Administration, AYUSH & Miscellaneous",en,B. Cold pack. Cold pack is appropriate for patient with chronic osteo,B,False
50fb479b-bcbe-48cd-91a0-81270d70dcd9,Synonym for Kalka is,Prakshep,Neer,Mantha,Shruta,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,B. Neer (Ghee) is the synonym for Kalka,B,False
6e34ab6c-6b9f-47a2-966a-511e1ae566a7,Uterine perforation is the complication,Anterior calporrhaphy,D & C,Cervical encirclage,Genital prolapse repair,B,MCQ,Medium,Gynecology,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"B. D & C, Uterine perforation is the complication of",B,True
e3842def-ed5b-4b99-a32c-4b1fc5ca615c,Shrungatak marma is a type of ... A) Vishalyaghna marma B) Sadhyo pranahara marma C) Kaalantara pranahara marma D) Vikalyakara marma,Vishalyaghna marma,Sadhyo pranahara marma,Kaalantara pranahara marma,Vikalyakara marma,B,MCQ,Medium,Marma Shastra,Sharir (Anatomy & Physiology),en,C) Kaalantara pranahara marma,C,False
cd0b8812-2bfb-46f4-81cd-767bff22cd37,Shaman nasya is useful in .......... vyadhi,kaphaj,rakt-pittaj,raktaj,none of above,A,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"A, kaphaj vyadhi. Shaman nasya is useful",A,True
9c69a93f-72c7-4226-a412-6e63a2364d0e,WHO is a _____,non-political,health agency of the United Nations.,Non profit,a and b,D,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,D) a and b,D,True
d04ca037-e7ac-48ba-99a2-caf9e8840933,‘Kaphashukralaha’ is the function of ..,katu vipaka,amla vipak,madhur vipak,lavana vipak,C,MCQ,Medium,Rasa,Dravyaguna & Bhaishajya,en,"A. katu vipaka, amla vipak, madhur",A,False
0d74f5b1-78aa-414d-b9f0-6fddfed79356,The regimen of Vasanta does NOT includes,Vamana,Virechana,Nasya,Udvartana,B,MCQ,Medium,Swasthavritta,Swasthavritta & Public Health,en,D) Udvartana. The regimen of Vasanta does NOT includes,D,False
d9d3c5ef-6e83-49a0-9821-7e5dd295b272,Neck is ……..part of Pterygium,corneal,Limbal,scleral,None of these,B,MCQ,Medium,Shalakya Tantra,"Shalakya Tantra (ENT, Eye, Dentistry)",en,C. scleral,C,False
d7909a67-1bdd-431d-a8db-273a20b67794,There are …………types of Agni,4,6,2,22,A,MCQ,Easy,Ayurvedic Physiology,Sharir (Anatomy & Physiology),en,"B) 6, 7, 8, 9,",B,False
1e085b91-cc8a-45da-b054-1abc13d0223b,Histoplasmosis is an example of .............................................................................................................................................,Opportunistic,Superficial,Subcutaneous,Systemic,D,Fill in the blanks,Medium,Roganidan Evam Vikriti Vigyana,Roga Vigyana (Diagnostics & Pathology),en,A. Opportunistic,A,False
e7788a9d-528c-4dc4-8e20-c720fc940f35,Trikantaka is a synonym of –,Gokshura,Shala,Kasha,None of above,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,A) Gokshura. Trikantaka is a synonym of,A,True
3ae0fcd6-f19d-462c-9742-74fc0882534b,Karnapuran Matra for Karnarogas is ………Matra,100,200,500,1000,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,B. 200. Karnapuran Matra for Karnarogas,B,False
d1c93fde-c248-460b-aab6-9be654a9ed37,Which of following is not Virechan dravya?,Aragvadh,Tilwak,Trivrutta,Jimutak,D,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,C) Trivrutta is not Virechan dravya. Ar,C,False
e7f0ebd5-05e6-40da-bd3a-b34ae0a7a3fb,Ullupta is a……….. Dosha.,BastiPranetru,"BastiNetra,",BastiPutak,BastiShayan,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,en,A. BastiPranetru. Ullupta is a,A,True
90e899f1-3d52-4771-b176-e6c8e7b82c13,"‘Jatarasatv’ term is used to indicate, the following product is ready for consumption",Sandhan,Kwath,Snehapaka,Ksheerapaka,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,en,B. Kwath is ready for consumption. Kwath is a type of,B,False
e8fa5064-a2a6-43a9-bba6-cdd928aaa121,Maximum damage to esophagus is with:,H2SO4,Sodium hydroxide,Acetic acid,Nitric acid,B,MCQ,Hard,Visha Vigyan,Agad Tantra & Forensic Medicine,en,B. Sodium hydroxide. The corrosive nature of sodium hydrox,B,True
8a9ad487-89a3-4b50-91f9-f7850bfcdde8,The cause of Nabhiroga is,Asamyak Nadibandha,Tailena Nadi Abyanjana,Asamyaka Nadi Chedana,Asamyaka Nadi Kalpana.,A,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,C. Asamyaka Nadi Chedana.,C,False
88df0be9-574e-449b-a456-8cbd3b6f8bda,"According to Charak Samhita, Chikitsa Sthan 15/15, Swedavrudhi Lakshana is",Raukshya,Kandu,Hrudshool,Sirapurnatwa,B,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),en,D) Sirapurnatwa. Swedavrudhi Laksh,D,False
c4cbd662-da93-4164-a6b5-09018f3f2cc2,Sneha sevan contraindicated in which season,Grishma,Varsha,Pavrut,Sharad,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D. Sharad, Grishma, and Varsha are the seasons",D,False
e043f09f-4689-4656-aee0-642f3ecb8b6e,"In Sanskrit, the word Veda means",Liberation,Knowledge,Wealth,Happiness,B,MCQ,Easy,Yoga & Naturopathy,Yoga & Psychology,en,"B) Knowledge. The word Veda means knowledge, and Ayurveda",B,True
9fb585d1-9f86-4c7f-9799-d5dbc5d1d99d,Dhatwagnimandya leads to .,Dhatuvriddhi,Dhatukshaya,Doshavriddhi,Doshakshaya,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,B. Dhatukshaya. Dhatwagnimandya,B,True
2f9fcee5-cf1b-47d9-9cf2-96ca3652df64,Acharya Kashyapa has described Balyavasthsa upto how many years ?,1 years,12 years,16 years,18 years,A,MCQ,Easy,Kaumarabhritya,Kaumarbhritya & Pediatrics,en,C) 16 years. Acharya Kashyapa has described Baly,C,False
